painting_id,artist,artist_code,birth_year,dimensions,mean_R,mean_G,mean_B,std_R,std_G,std_B,dominant_color_0_R,dominant_color_1_R,dominant_color_2_R,dominant_color_0_G,dominant_color_1_G,dominant_color_2_G,dominant_color_0_B,dominant_color_1_B,dominant_color_2_B,color_percentage_0,color_percentage_1,color_percentage_2,texture_contrast,texture_dissimilarity,texture_homogeneity,texture_energy,texture_correlation,texture_ASM,Portrait,Landscape,Still life,Nude,Religious scene,Battle scene,Mythological figure,Cityscape,Interior,Night scene,people,figure,Animal,Plant,Building,Mountain,Abstract shape,Geometric pattern
afro_1,afro-basaldella,afro,1912,1800x1441,138.72775772997147,129.2644039632971,113.61209615236332,62.26191966653448,59.450075652167605,60.91159412728467,180.8144617815197,36.30892525587531,130.54376373983197,172.8971991646799,34.62520935130114,107.28975998547062,159.33766751965786,31.47709466639797,70.66370069934601,0.5830160382450459,0.2246919577453928,0.1922920040095612,1.9411859410907544,0.6056513062485042,0.7870533322973724,0.2426231063174898,0.9297739979179032,0.0588983496533873,0.1856113374233245,0.3511505722999573,0.1911802887916565,0.1389223784208297,0.0752348601818084,0.0367082729935646,0.17476287484169,0.0255159810185432,0.002839099150151,0.039498683065176,0.0341086201369762,0.3748958706855774,0.0429160743951797,0.0742976889014244,0.0134303187951445,0.0684842765331268,0.5611534118652344,0.0196466352790594
afro_2,afro-basaldella,afro,1912,1800x1365,75.17477004477004,110.79092836792836,128.9615816035816,69.58641459698606,60.21756993975135,61.83728773539158,58.09996384749955,28.13124573597393,199.3355327151202,121.7221549357737,53.796627606418376,203.6457608185168,163.44107440011754,66.74716030041509,189.26788902356265,0.379969067969068,0.4117956857956858,0.2082352462352462,0.4318838791536492,0.3245728931578987,0.8475649882533414,0.2331320142135632,0.9849041457000408,0.0544537752889166,0.2767484188079834,0.6708278656005859,0.2213888764381408,0.053655456751585,0.0167891234159469,0.078394778072834,0.0751909762620925,0.0270089972764253,0.0051653087139129,0.1794615983963012,0.0296202506870031,0.2944275438785553,0.0645249634981155,0.0408446639776229,0.0169653501361608,0.0709825754165649,0.6473940014839172,0.1186719238758087
afro_3,afro-basaldella,afro,1912,1800x1298,125.20164398219482,122.69357644239,105.48437938709124,21.137200171161645,18.76940519313373,20.60387330247389,140.13301147752128,100.07933547915806,107.26513240751768,134.0551514922403,91.71058665910792,118.7329505516287,112.63236693882703,72.49982963371303,114.00686751747196,0.5855598356445814,0.185334274952919,0.2291058894024995,0.2226073877679318,0.2190329093567966,0.8908400997285212,0.430541853790126,0.9210968942138208,0.1853929078786148,0.0392110683023929,0.0809298977255821,0.4152187407016754,0.031456109136343,0.0485609248280525,0.1245690956711769,0.1447136849164962,0.0034769501071423,0.0062708226032555,0.0511267632246017,0.0632603764533996,0.2098566442728042,0.0252065677195787,0.107206106185913,0.0088077588006854,0.1072944775223732,0.2610264122486114,0.0944977924227714
afro_4,afro-basaldella,afro,1912,1800x1609,149.29523479041504,73.9098843311926,71.03921621434984,34.24615742439659,52.95908656961208,46.083910438327344,128.31730228278724,163.08591773040357,176.06389492060177,26.817453911259847,91.8550708638528,155.34894891042728,31.518347710238796,82.46584642999511,145.34478042654388,0.4705134313928596,0.3288419308058836,0.2006446378012568,0.3380011390200078,0.3151948163987826,0.8446821407421066,0.2669570800796909,0.9759614480356364,0.0712752630063099,0.1809218376874923,0.0903055816888809,0.3579559922218323,0.0481223687529563,0.0178130697458982,0.1303685903549194,0.0485349930822849,0.0044481297954916,0.0056133470498025,0.117030955851078,0.2059236019849777,0.4357616007328033,0.0770932957530021,0.1064443364739418,0.0147759458050131,0.0941856354475021,0.4839284718036651,0.5442942976951599
afro_5,afro-basaldella,afro,1912,1800x895,104.19312849162012,97.75881315952824,89.27620484171322,33.789919306812614,28.359871133919555,24.545030106724024,112.42038827696145,63.54203211738513,141.54054533075563,103.72595768826892,63.74110433640462,130.41477924645045,91.16669946291528,64.26617207799806,117.10190203439134,0.4058876474239603,0.3264692737430167,0.2676430788330229,0.4149967958795881,0.3400373746493203,0.8369648279368624,0.2970460736497662,0.9378968535220016,0.0882599377471241,0.0330436192452907,0.2045128792524337,0.2950105369091034,0.04385382309556,0.1206722855567932,0.0717988535761833,0.0631308406591415,0.0180187802761793,0.0196190569549798,0.167677029967308,0.0118414126336574,0.3669880926609039,0.0063797952607274,0.0275706686079502,0.0323210731148719,0.0175546389073133,0.5741485953330994,0.2539191246032715
afro_6,afro-basaldella,afro,1912,1800x1407,137.93711600726527,104.05540116875936,52.58000908157624,28.49569635938414,24.94198769992071,20.08681640654777,143.48534463592318,87.318759906096,177.76162958037648,107.11583576677567,62.1693550100452,144.2139294807885,48.89861202428205,35.8539774877017,91.69523690922964,0.6714893785043039,0.1858512990602542,0.1426593224354418,0.1642601225554654,0.1492819427053117,0.9267117922023596,0.4322862390669862,0.967915316564933,0.1869065355678141,0.0358431637287139,0.0506628826260566,0.3168504238128662,0.0190741401165723,0.0259889811277389,0.0335895083844661,0.0644868612289428,0.0014960782136768,0.0087728453800082,0.0527128055691719,0.016287250444293,0.235242486000061,0.0018960344605147,0.0252554472535848,0.0048860469833016,0.0121611850336194,0.7950661182403564,0.1080898344516754
afro_7,afro-basaldella,afro,1912,887x1800,133.53160904421895,104.32647125140925,60.86220969560316,63.927423170994544,64.10382372342978,52.05741865436627,163.36960776443328,75.95333162878069,217.2128741303486,120.385507554825,49.86812080859743,207.0268799409389,56.78920174852748,26.03510233696733,154.3180258088736,0.3584228986596517,0.4565370161593386,0.1850400851810096,0.3107493188906007,0.2327380597998592,0.8907107732557891,0.2236563744653773,0.9892333411088252,0.0500820588745598,0.0867040753364563,0.486313134431839,0.3552641570568084,0.0686570182442665,0.1856889426708221,0.027297381311655,0.1145874410867691,0.126602292060852,0.033929169178009,0.1177208125591278,0.0137166399508714,0.284381628036499,0.0108512993901968,0.0180336497724056,0.0376208014786243,0.0156201049685478,0.6476486325263977,0.0671989321708679
albers_1,josef-albers,albers,1888,1800x1327,86.60234070166625,67.46236540232772,77.18720798794273,87.19117112275298,30.35512227635649,43.14252842130328,10.727414240350171,220.62617402564865,97.66478171990448,58.15043724323406,108.5575178454614,43.94368570315867,89.5782301703168,56.63064634697689,74.03754945928289,0.4897580172485975,0.2563041111948421,0.2539378715565603,0.1651231921835308,0.1354419865352625,0.9344799773120104,0.3752025062786888,0.9863993400077296,0.1408095720634051,0.0688347667455673,0.279391348361969,0.2530706822872162,0.113984927535057,0.0119027774780988,0.0461506433784961,0.0747472271323204,0.0612369962036609,0.00955624692142,0.4132313132286072,0.0638125538825988,0.1703663766384124,0.036069743335247,0.0329213999211788,0.0214281715452671,0.0860128030180931,0.5841395258903503,0.1639728248119354
albers_10,josef-albers,albers,1888,1800x1683,169.8878840694527,94.2013458110517,75.62386149072424,79.37990237811024,47.210604927773495,54.50930833028382,159.23913334404696,232.4920115839184,15.073115988666416,56.857659024064006,124.9995798607142,81.11986258959745,119.78646526277686,25.651595951962054,129.1313801444188,0.3404165841420743,0.4863332673136594,0.1732501485442661,0.2893410398419274,0.2008765234081885,0.9064381311172824,0.3424750825059662,0.9747714065987332,0.117335669380332,0.0241256356239318,0.3311691284179687,0.2257761508226394,0.0203104745596647,0.0072266343049705,0.0303004048764705,0.0161048304289579,0.0223854128271341,0.0057223243638873,0.0516353398561477,0.0395904816687107,0.0769801512360572,0.0135807292535901,0.0184692125767469,0.0105810053646564,0.080872006714344,0.795671284198761,0.185400977730751
albers_11,josef-albers,albers,1888,1711x1800,84.35358367426456,83.8838379115527,81.33431002013118,26.74934568652594,27.92744198486888,31.842466510323952,87.71328408410962,123.87401380444302,61.07636440375474,86.79418588158411,125.83127654298023,59.67873111453654,84.39709731254115,129.5145195198647,53.746881447384,0.3342700824728878,0.2288486265341905,0.4368812909929216,0.4140352940591645,0.3415405199602021,0.835628982775262,0.3100346420412564,0.9341845311148174,0.0961970535091341,0.0592005103826522,0.0658162906765937,0.34541916847229,0.2127257734537124,0.0308570619672536,0.101653054356575,0.0567532926797866,0.0363813377916812,0.0033098945859819,0.0189066845923662,0.0752635523676872,0.2060351967811584,0.071011982858181,0.0687536969780922,0.0200513321906328,0.1047647073864936,0.7643221616744995,0.0805939882993698
